Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Colorado,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Idaho,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Oregon,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Delaware,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Tennessee,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Arizona,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Louisiana,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Mississippi,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Vermont,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Wyoming,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Arkansas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Ohio,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
West Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
North Dakota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Minnesota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,Data not presented,Data not presented,Data not presented
Illinois,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.1,24,780438
Hawaii,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,37,912454
Texas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,58,1625961
California,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.6,254,6422594
Washington,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,32,860719
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,17,507831
Florida,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.9,29,699931
New York,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,75,1812223
Maryland,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,18,435887
Georgia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4.4,23,504406
Michigan,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.1,17,361567
New Jersey,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.9,55,920832
