Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Death Count,Population
Vermont,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Hawaii,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
West Virginia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Minnesota,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Mississippi,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Nebraska,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Arkansas,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Missouri,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Nevada,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Montana,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Wyoming,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Delaware,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Alabama,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
New Hampshire,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
District of Columbia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Alaska,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,Data not presented,Data not presented,Data not presented
New Jersey,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,2.1,33,1874656
New York,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,2.3,80,3738921
Colorado,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,2.4,22,1274247
Illinois,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,2.8,45,2219748
Texas,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,2.9,251,11691857
New Mexico,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3,31,1046092
Arizona,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3,56,2366919
California,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3.6,432,15569780
Washington,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3.7,23,1027545
Connecticut,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3.7,17,612929
Florida,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3.8,224,5749737
Georgia,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,3.9,29,1067941
Ohio,Brain and Other Nervous System,2020,Male and Female,Hispanic,Mortality,5.7,19,488084
