Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
New Hampshire,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Colorado,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Idaho,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Oregon,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Delaware,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Tennessee,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Arizona,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Louisiana,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Mississippi,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Vermont,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wyoming,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Arkansas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Ohio,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
West Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Virginia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Minnesota,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Illinois,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.1,24,780438
Hawaii,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,37,912454
Texas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.5,58,1625961
California,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.6,254,6422594
Washington,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,32,860719
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.7,17,507831
Florida,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,3.9,29,699931
New York,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,75,1812223
Maryland,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4,18,435887
Georgia,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,4.4,23,504406
Michigan,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.1,17,361567
New Jersey,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,5.9,55,920832
