Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
South Carolina,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,240.1,57,21050
Mississippi,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,241,34,15491
Massachusetts,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,252.5,50,15715
New Mexico,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,268.3,494,189076
Utah,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,269.6,76,33580
Maryland,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,277.4,57,18026
Florida,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,286.6,249,61702
Rhode Island,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,292.9,16,5229
Texas,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,309,408,109182
Oregon,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,309.8,197,57722
Colorado,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,313.6,137,44138
Virginia,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,321.3,101,26040
Pennsylvania,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,332.9,91,23403
Maine,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,348.4,42,10480
North Carolina,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,357.5,508,124338
Idaho,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,363.6,90,22566
Iowa,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,368.7,35,10806
Wyoming,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,369.2,41,13263
Michigan,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,371.5,294,71190
Arkansas,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,384.4,111,26105
California,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,387.7,953,204845
Nebraska,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,393.5,55,17827
Washington,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,475.7,555,113827
Alaska,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,483.9,489,120732
Oklahoma,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,504.9,1752,386285
South Dakota,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,547.8,284,77413
Minnesota,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,550.4,319,68257
Wisconsin,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,578.6,327,57560
Montana,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,578.8,326,70695
Hawaii,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,1000.6,39,3429
