Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Mississippi,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,409.6,15145,2966786
Montana,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,410.4,6044,1080577
Oklahoma,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,412.7,19788,3980783
Florida,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,413.9,130258,21733312
Pennsylvania,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,415.1,72402,12783254
Tennessee,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,417.6,36396,6886834
Vermont,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,417.9,3710,623347
Connecticut,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,419.1,19861,3557006
Idaho,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,419.2,9208,1826913
Kansas,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,419.4,14858,2913805
Illinois,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,419.9,65398,12587530
Missouri,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,425.5,33694,6151548
New Hampshire,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,425.6,8177,1366275
South Dakota,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,427.2,4738,892717
New York,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,427.4,105599,19336776
North Carolina,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,427.9,57242,10600823
North Dakota,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,428.2,3843,765309
Ohio,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,428.9,65151,11693217
Wisconsin,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,431.3,32961,5832655
Louisiana,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,433.8,24734,4645318
Georgia,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,434,53485,10710017
Minnesota,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,436.4,30505,5657342
New Jersey,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,443.3,50346,8882371
West Virginia,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,447.5,11445,1784787
Maine,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,449.5,9151,1350141
Iowa,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,455.1,18381,3163561
Kentucky,All Types of Cancer,2020,Male and Female,All Races and Ethnicities,Incidence,463.4,26240,4477251
Indiana,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,314.7,786,274011
New Mexico,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,342,4829,783475
Arizona,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,361.1,24691,4075422
Colorado,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,367,19365,3988030
Oregon,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,372.6,17826,3250213
Utah,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,381.9,9899,2564620
Virginia,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,385.9,28730,5337294
Washington,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,393.1,29234,5303363
Wyoming,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,393.6,2645,493371
Michigan,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,394.6,42684,7534869
Massachusetts,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,399.5,29155,4934739
South Carolina,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,399.8,20115,3361934
California,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,401.3,91427,14721680
Nebraska,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,401.9,8240,1527461
Montana,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,403.6,5534,942577
Alabama,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,404,18758,3250825
Rhode Island,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,405.3,4755,761395
Oklahoma,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,406.9,15509,2691420
Alaska,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,407.1,2281,461177
Delaware,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,407.4,4186,613617
Mississippi,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,412.2,9956,1686946
Arkansas,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,412.6,13011,2209564
Tennessee,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,413.7,29667,5123255
Kansas,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,417.7,12720,2227690
Pennsylvania,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,417.7,61563,9738852
Vermont,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,420.4,3596,583409
Idaho,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,424.5,8425,1512401
South Dakota,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,425.4,4330,734516
Texas,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,426.6,72338,12233845
Missouri,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,428.4,29228,4927676
New Hampshire,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,428.6,7829,1235857
Connecticut,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,431.7,16041,2354601
Ohio,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,432.9,56065,9245719
Wisconsin,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,433.4,29899,4747166
North Carolina,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,433.9,42512,6711126
Maryland,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,435.8,19471,3065729
Minnesota,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,439,27576,4513407
Illinois,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,440.4,48901,7710316
Louisiana,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,440.5,16704,2734948
Hawaii,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,440.8,2176,305879
Florida,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,448.1,93344,11730894
Maine,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,451.6,8894,1267607
West Virginia,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,451.6,10977,1658328
Georgia,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,453.3,35223,5619010
Iowa,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,456.2,17218,2703472
New York,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,461,73184,10800896
Kentucky,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,467.8,23833,3805077
New Jersey,All Types of Cancer,2020,Male and Female,White Non-Hispanic,Incidence,471.7,35286,4869242
Indiana,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,,,
South Dakota,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,182.6,25,24969
Maine,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,224.7,36,27177
Hawaii,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,288.3,69,37370
New Hampshire,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,290.5,49,25004
New Mexico,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,291.7,144,48693
Montana,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,300.3,16,9814
Arizona,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,305.2,1002,383281
Rhode Island,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,314.1,213,73927
Idaho,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,346.9,37,19755
Alaska,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,356.5,89,31954
Massachusetts,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,361.2,1883,548755
Washington,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,361.6,1060,388158
California,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,364.9,9875,2449179
Florida,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,365.7,12833,3491048
Colorado,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,367.7,849,274547
Oregon,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,375.9,309,109691
Delaware,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,378.2,928,229283
Virginia,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,378.9,7152,1721838
West Virginia,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,381.8,282,73412
South Carolina,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,384.8,6104,1407964
Michigan,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,385.9,5892,1456824
New York,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,389.6,13127,2913569
Connecticut,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,389.9,1577,396872
Tennessee,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,394,4682,1191073
Alabama,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,395.7,5731,1331864
Arkansas,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,397.2,1908,484875
Nebraska,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,398.8,324,110002
Pennsylvania,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,400.7,6027,1480541
Minnesota,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,403.9,1062,438264
Ohio,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,405,6463,1601597
Maryland,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,405.1,8539,1881723
Utah,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,406.4,97,49589
Texas,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,409.4,13929,3699914
Oklahoma,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,416.7,1271,340848
Illinois,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,417.3,8387,1851058
District of Columbia,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,419,1596,321426
Mississippi,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,422.5,4959,1128396
Georgia,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,425.5,14605,3490446
North Carolina,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,427.8,11021,2344295
Missouri,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,431.3,3225,758249
Kentucky,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,432.8,1650,401092
Kansas,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,436.9,736,194504
New Jersey,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,443.3,5825,1199960
Louisiana,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,444.1,7091,1532912
Vermont,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,465.9,30,10699
Wisconsin,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,508.2,1610,410303
Iowa,All Types of Cancer,2020,Male and Female,Black Non-Hispanic,Incidence,513.2,425,148514
New York,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kentucky,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kansas,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Jersey,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Hampshire,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Delaware,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Illinois,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
West Virginia,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Alabama,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,95.3,39,30202
Tennessee,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,135.1,38,21282
Louisiana,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,167.5,60,32524
Connecticut,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,172.6,20,9756
Missouri,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,180.4,77,34089
Ohio,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,181.4,66,30737
Georgia,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,206.7,69,28214
Arizona,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,223.4,609,298906
South Carolina,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,240.1,57,21050
Mississippi,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,241,34,15491
Massachusetts,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,252.5,50,15715
New Mexico,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,268.3,494,189076
Utah,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,269.6,76,33580
Maryland,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,277.4,57,18026
Florida,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,286.6,249,61702
Rhode Island,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,292.9,16,5229
Texas,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,309,408,109182
Oregon,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,309.8,197,57722
Colorado,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,313.6,137,44138
Virginia,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,321.3,101,26040
Pennsylvania,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,332.9,91,23403
Maine,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,348.4,42,10480
North Carolina,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,357.5,508,124338
Idaho,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,363.6,90,22566
Iowa,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,368.7,35,10806
Wyoming,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,369.2,41,13263
Michigan,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,371.5,294,71190
Arkansas,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,384.4,111,26105
California,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,387.7,953,204845
Nebraska,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,393.5,55,17827
Washington,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,475.7,555,113827
Alaska,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,483.9,489,120732
Oklahoma,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,504.9,1752,386285
South Dakota,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,547.8,284,77413
Minnesota,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,550.4,319,68257
Wisconsin,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,578.6,327,57560
Montana,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,578.8,326,70695
Hawaii,All Types of Cancer,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,1000.6,39,3429
Indiana,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Nevada,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Wyoming,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,,,
District of Columbia,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,166.1,42,34413
Montana,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,191.9,21,12531
Connecticut,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,193.9,316,182848
Arizona,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,197,578,296873
New Mexico,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,200.8,89,38983
South Carolina,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,204.4,209,107031
Ohio,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,209.9,572,327080
Vermont,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,213.6,20,13228
Michigan,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,213.6,672,361567
Missouri,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,213.8,273,155462
Delaware,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,214.7,92,43348
Virginia,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,218.3,1381,650090
Rhode Island,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,219.7,70,40103
New Hampshire,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,220.3,80,44067
Pennsylvania,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,222,1013,507831
Tennessee,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,224.6,289,146814
Kentucky,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,232,153,82010
Nebraska,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,232.8,97,56670
Texas,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,233.5,3511,1625961
Mississippi,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,233.6,83,35963
Massachusetts,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,235.5,1087,526940
Wisconsin,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,239.2,296,191873
Florida,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,241.5,1934,699931
Alabama,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,242.3,186,82084
Kansas,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,243.5,196,100776
Maine,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,248.4,45,19611
North Carolina,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,248.5,727,368629
Alaska,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,249.6,153,63739
Illinois,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,252,2042,780438
Colorado,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,252.7,507,226757
Maryland,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,253.3,1210,435887
Arkansas,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,259.6,129,66815
California,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,261.3,20007,6422594
Louisiana,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,261.7,243,92300
Oregon,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,262.7,599,244045
New Jersey,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,262.8,2520,920832
Georgia,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,269.2,1232,504406
Washington,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,271.1,2185,860719
Idaho,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,277,85,34919
Minnesota,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,279.3,593,315728
West Virginia,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,281.9,49,17111
Utah,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,287.2,285,130443
Iowa,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,293.8,184,94813
New York,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,294.9,5897,1812223
Oklahoma,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,296.1,267,109743
South Dakota,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,297.8,32,16215
Hawaii,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Incidence,368.6,4524,912454
Nevada,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,,,
Wisconsin,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,,,
West Virginia,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,155.3,37,31999
Mississippi,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,167.2,105,99990
Alabama,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,203.2,283,226557
Arkansas,All Types of Cancer,2020,Male and Female,Hispanic,Incidence,205.6,269,243163
