Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Death Count,Population
Tennessee,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,98.8,107,146814
New Hampshire,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,99,29,44067
Oregon,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,101.6,216,244045
Alaska,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,102.2,57,63739
Oklahoma,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,105.1,81,109743
Louisiana,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,106,92,92300
Utah,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,113.8,100,130443
Minnesota,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,114.2,205,315728
Idaho,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,114.8,31,34919
Hawaii,All Types of Cancer,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,117.3,1630,912454
