Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Death Count,Population
Alaska,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,,,
Arkansas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,,,
Oregon,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,,,
Arizona,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,,,
Hawaii,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,2.2,26,912454
New York,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,2.4,47,1812223
Texas,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,2.7,40,1625961
California,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,2.7,208,6422594
New Jersey,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,2.9,27,920832
Florida,Brain and Other Nervous System,2020,Male and Female,Asian and Pacific Islander Non-Hispanic,Mortality,3.3,25,699931
